contact_sheet_id,old_filename,reviewed_filename,review_basis
0570,studio12-edited-edited.jpg,studio-hallway-musician-mural-view-03.jpg,visual contact-sheet review
0571,studio12-edited.jpg,studio-hallway-musician-mural-view-04.jpg,visual contact-sheet review
0572,studio12.arw,studio-hallway-musician-mural-view-05.jpg,visual contact-sheet review
0573,studio2-edited-alternate-02.jpg,studio-a-live-room-guitar-mural.jpg,visual contact-sheet review
0574,studio2-edited.jpg,studio-a-live-room-guitar-mural-view-02.jpg,visual contact-sheet review
0575,studio3.arw,studio-b-window-and-acoustic-panels.jpg,visual contact-sheet review
0576,studio4.arw,studio-lounge-sign-and-couch.jpg,visual contact-sheet review
0577,studio5-edited-alternate-02.jpg,mixing-engineer-at-studio-workstation-view-04.jpg,visual contact-sheet review
0578,studio5-edited.jpg,mixing-engineer-at-studio-workstation-view-05.jpg,visual contact-sheet review
0579,studio5.arw,mixing-engineer-at-studio-workstation-view-06.jpg,visual contact-sheet review
0580,studio6.arw,studio-b-entry-and-wall-display.jpg,visual contact-sheet review
0581,studio7.arw,studio-waiting-area-red-wall-view-02.jpg,visual contact-sheet review
0582,studio8.arw,studio-waiting-area-red-wall-view-03.jpg,visual contact-sheet review
0583,studio9.arw,studio-control-room-speakers-and-desk.jpg,visual contact-sheet review
0584,studiodesk1.jpeg,music-production-keyboard-blue-light.png,visual contact-sheet review
0591,the-same-microphone-setup-in-the-recording-booth-at-checkmark-audio-now-illuminated-by-purple-lighting-this-image-adds-to-the-variety-of-moods-that-ca.jpg,vocal-booth-microphone-purple-light.jpg,visual contact-sheet review
0592,the-wall-of-a-recording-studio-featuring-a-moonlight-recording-studio-sign-painted-with-clouds-and-a-moon-above-a-comfortable-couch-in-the-studios-lou.jpeg,checkmark-audio-lounge-sign-and-couch.jpg,visual contact-sheet review
0616,waiting-area-with-a-red-accent-wall-at-checkmark-audio-offering-a-relaxing-space-for-artists-between-recording-sessions-alternate-02.jpg,studio-waiting-area-red-wall-view-04.jpg,visual contact-sheet review
0617,waiting-area-with-a-red-accent-wall-at-checkmark-audio-offering-a-relaxing-space-for-artists-between-recording-sessions.jpg,studio-waiting-area-red-wall-view-05.jpg,visual contact-sheet review
0618,waiting-room-in-checkmark-audio-featuring-a-tv-microwave-and-acoustic-treatments-providing-a-comfortable-space-for-relaxation-alternate-02.jpg,studio-waiting-room-tv-and-acoustic-panels.jpg,visual contact-sheet review
0619,waiting-room-in-checkmark-audio-featuring-a-tv-microwave-and-acoustic-treatments-providing-a-comfortable-space-for-relaxation.jpg,studio-waiting-room-tv-and-acoustic-panels-view-02.jpg,visual contact-sheet review
0625,y7i8n7pa-edited.jpg,vocalist-through-studio-window-view-03.jpg,visual contact-sheet review
0626,y7i8n7pa.jpeg,vocalist-through-studio-window-view-04.jpg,visual contact-sheet review
,"checkmark-audio-vocal-production-mixing-and-mastering-music-education.jpg","checkmark-audio-services-recording-production-education.png","visual review and file-format correction"
,"albuquerque-recording-studio-engineer-and-clients4.arw","recording-studio-engineer-and-clients-session.jpg","visual review and file-format correction"
,"checkmark-audio-music-studio-sign.jpg","checkmark-audio-music-studio-sign.png","visual review and file-format correction"
,"antoineshooting.jpg","antoine-vocal-recording-performance.png","visual review and file-format correction"
,"blue-cable-rack-source.jpg","studio-blue-cable-rack.png","visual review and file-format correction"
,"blue-cable-rack-source-alternate-02.jpg","studio-blue-cable-rack-view-02.png","visual review and file-format correction"
,"checkmark-audio-mixing-and-mastering.jpg","mixing-and-mastering-service-graphic.png","visual review and file-format correction"
,"checkmark-audio-color-fade.jpg","checkmark-audio-color-fade.png","visual review and file-format correction"
,"inthestudio.jpeg","artists-in-recording-studio.png","visual review and file-format correction"
,"checkmark-audio-gavin-hammond-piano-lessons.jpg","gavin-hammond-piano-lessons.png","visual review and file-format correction"
,"sign.jpeg","checkmark-audio-recording-studio-sign.png","visual review and file-format correction"
,"richard-baca-albuquerque-nm-guitar-teacher-performing-during-a-guitar-lesson.jpg","richard-baca-guitar-lesson.png","visual review and file-format correction"
,additional-revision-variant-02.jpg,additional-revision-view-02.jpg,removed workflow-noise wording after visual review
,after-checkmark-sign-source.jpg,after-checkmark-sign.jpg,removed workflow-noise wording after visual review
,after-motion-blur-source.jpg,after-motion-blur.jpg,removed workflow-noise wording after visual review
,albuquerque-music-recording-studio-b-vocal-booth-red-alternate-02.jpg,albuquerque-music-recording-studio-b-vocal-booth-red-view-02.jpg,removed workflow-noise wording after visual review
,albuquerque-music-studio-checkmark-audio-studio-b-david-posing-in-front-of-picture-alternate-02.jpg,albuquerque-music-studio-checkmark-audio-studio-b-david-posing-in-front-of-picture-view-02.jpg,removed workflow-noise wording after visual review
,albuquerque-music-studio-waiting-room-variant-02.jpg,albuquerque-music-studio-waiting-room-view-02.jpg,removed workflow-noise wording after visual review
,albuquerque-music-studio-waiting-room-variant-03.jpg,albuquerque-music-studio-waiting-room-view-03.jpg,removed workflow-noise wording after visual review
,albuquerque-music-studio-waiting-room-variant-04.jpg,albuquerque-music-studio-waiting-room-view-04.jpg,removed workflow-noise wording after visual review
,albuquerque-new-mexico-music-studio-recording-checkmark-sign-edited.jpg,albuquerque-new-mexico-music-studio-recording-checkmark-sign.jpg,removed workflow-noise wording after visual review
,albuquerque-nm-music-recording-studio-live-room-alternate-02.jpg,albuquerque-nm-music-recording-studio-live-room-view-02.jpg,removed workflow-noise wording after visual review
,albuquerque-recording-studio-engineer-and-clients3-variant-02.jpg,albuquerque-recording-studio-engineer-and-clients3-view-02.jpg,removed workflow-noise wording after visual review
,artist-cafe-diego-footer-picture-4-alternate-02.jpeg,artist-cafe-diego-footer-picture-4-view-02.jpeg,removed workflow-noise wording after visual review
,artist-cafe-diego-footer-picture-4-edited-alternate-02.jpg,artist-cafe-diego-footer-picture-4.jpg,removed workflow-noise wording after visual review
,artist-cafe-diego-footer-picture-4-edited.jpg,artist-cafe-diego-footer-picture-4-view-02.jpg,removed workflow-noise wording after visual review
,artist-cafe-gregorio-footer-picture-2-alternate-02.jpeg,artist-cafe-gregorio-footer-picture-2-view-02.jpeg,removed workflow-noise wording after visual review
,artist-cafe-gregorio-footer-picture-2-edited-alternate-02.jpg,artist-cafe-gregorio-footer-picture-2.jpg,removed workflow-noise wording after visual review
,artist-cafe-gregorio-footer-picture-2-edited.jpg,artist-cafe-gregorio-footer-picture-2-view-02.jpg,removed workflow-noise wording after visual review
,artist-portrait-cap-source-alternate-02.jpg,artist-portrait-cap.jpg,removed workflow-noise wording after visual review
,artist-portrait-cap-source.jpg,artist-portrait-cap-view-02.jpg,removed workflow-noise wording after visual review
,artist-portrait-cap-web.jpg,artist-portrait-cap-view-03.jpg,removed workflow-noise wording after visual review
,artist-portrait-looking-up-web.jpg,artist-portrait-looking-up.jpg,removed workflow-noise wording after visual review
,artist-portrait-web.jpg,artist-portrait.jpg,removed workflow-noise wording after visual review
,artist-profile-teal-jacket-source-alternate-02.jpg,artist-profile-teal-jacket.jpg,removed workflow-noise wording after visual review
,artist-profile-teal-jacket-source.jpg,artist-profile-teal-jacket-view-02.jpg,removed workflow-noise wording after visual review
,artist-profile-teal-jacket-web.jpg,artist-profile-teal-jacket-view-03.jpg,removed workflow-noise wording after visual review
,artist-speaking-booth-close-source-alternate-02.jpg,artist-speaking-booth-close.jpg,removed workflow-noise wording after visual review
,artist-speaking-booth-close-source.jpg,artist-speaking-booth-close-view-02.jpg,removed workflow-noise wording after visual review
,artist-speaking-booth-close-web.jpg,artist-speaking-booth-close-view-03.jpg,removed workflow-noise wording after visual review
,artist-speaking-booth-web.jpg,artist-speaking-booth.jpg,removed workflow-noise wording after visual review
,artists-cafe-country-medicine-footer-picture-1-alternate-02.jpeg,artists-cafe-country-medicine-footer-picture-1-view-02.jpeg,removed workflow-noise wording after visual review
,artists-cafe-country-medicine-footer-picture-1-edited-alternate-02.jpg,artists-cafe-country-medicine-footer-picture-1.jpg,removed workflow-noise wording after visual review
,artists-cafe-country-medicine-footer-picture-1-edited.jpg,artists-cafe-country-medicine-footer-picture-1-view-02.jpg,removed workflow-noise wording after visual review
,artists-cafe-milli-footer-picture-3-alternate-02.jpg,artists-cafe-milli-footer-picture-3-view-02.jpg,removed workflow-noise wording after visual review
,artists-cafe-richard-footer-picture-5-alternate-02.jpeg,artists-cafe-richard-footer-picture-5-view-02.jpeg,removed workflow-noise wording after visual review
,artists-cafe-richard-footer-picture-5-edited-alternate-02.jpg,artists-cafe-richard-footer-picture-5.jpg,removed workflow-noise wording after visual review
,artists-cafe-richard-footer-picture-5-edited.jpg,artists-cafe-richard-footer-picture-5-view-02.jpg,removed workflow-noise wording after visual review
,bbb-accredited-business-logo-source.png,bbb-accredited-business-logo.png,removed workflow-noise wording after visual review
,before-checkmark-sign-source.jpg,before-checkmark-sign.jpg,removed workflow-noise wording after visual review
,blue-booth-microphone-web.jpg,blue-booth-microphone.jpg,removed workflow-noise wording after visual review
,blue-microphone-close-source-alternate-02.jpg,blue-microphone-close.jpg,removed workflow-noise wording after visual review
,blue-microphone-close-source.jpg,blue-microphone-close-view-02.jpg,removed workflow-noise wording after visual review
,blue-microphone-pop-filter-web.jpg,blue-microphone-pop-filter.jpg,removed workflow-noise wording after visual review
,cables-edited.jpg,cables.jpg,removed workflow-noise wording after visual review
,checkmark-audio-albuquerque-music-studio-control-room-1-alternate-02.jpg,checkmark-audio-albuquerque-music-studio-control-room-1-view-02.jpg,removed workflow-noise wording after visual review
,checkmark-audio-albuquerque-music-studio-control-room-music-studio-1-edited.jpg,checkmark-audio-albuquerque-music-studio-control-room-music-studio-1.jpg,removed workflow-noise wording after visual review
,checkmark-audio-albuquerque-recording-studio-live-room-1-alternate-02.jpg,checkmark-audio-albuquerque-recording-studio-live-room-1-view-02.jpg,removed workflow-noise wording after visual review
,checkmark-audio-demo-reel-title-01-source.jpg,checkmark-audio-demo-reel-title-01.jpg,removed workflow-noise wording after visual review
,checkmark-audio-demo-reel-title-02-source-alternate-02.jpg,checkmark-audio-demo-reel-title-02.jpg,removed workflow-noise wording after visual review
,checkmark-audio-demo-reel-title-02-source.jpg,checkmark-audio-demo-reel-title-02-view-02.jpg,removed workflow-noise wording after visual review
,checkmark-audio-logo-mark-web.png,checkmark-audio-logo-mark.png,removed workflow-noise wording after visual review
,checkmark-audio-mixer-edited.jpg,checkmark-audio-mixer-view-02.jpg,removed workflow-noise wording after visual review
,checkmark-audio-music-studio-equipment-alternate-02.jpg,checkmark-audio-music-studio-equipment-view-02.jpg,removed workflow-noise wording after visual review
,checkmark-audio-music-studio-equipment-variant-02.jpg,checkmark-audio-music-studio-equipment-view-03.jpg,removed workflow-noise wording after visual review
,checkmark-audio-music-studio-equipment-variant-03.jpg,checkmark-audio-music-studio-equipment-view-04.jpg,removed workflow-noise wording after visual review
,checkmark-audio-music-studio-equipment-variant-04.jpg,checkmark-audio-music-studio-equipment-view-05.jpg,removed workflow-noise wording after visual review
,checkmark-audio-music-studio-equipment-variant-05.jpg,checkmark-audio-music-studio-equipment-view-06.jpg,removed workflow-noise wording after visual review
,checkmark-audio-music-studio-equipment-variant-06.jpg,checkmark-audio-music-studio-equipment-view-07.jpg,removed workflow-noise wording after visual review
,checkmark-audio-music-studio-logo-2-alternate-02.jpg,checkmark-audio-music-studio-logo-2-view-02.jpg,removed workflow-noise wording after visual review
,checkmark-audio-music-studio-logo-2-alternate-03.jpg,checkmark-audio-music-studio-logo-2-view-03.jpg,removed workflow-noise wording after visual review
,checkmark-audio-music-studio-waiting-room-variant-02.jpg,checkmark-audio-music-studio-waiting-room-view-02.jpg,removed workflow-noise wording after visual review
,checkmark-audio-music-studio-waiting-room-variant-03.jpg,checkmark-audio-music-studio-waiting-room-view-03.jpg,removed workflow-noise wording after visual review
,checkmark-audio-music-studio-waiting-room-variant-04.jpg,checkmark-audio-music-studio-waiting-room-view-04.jpg,removed workflow-noise wording after visual review
,checkmark-audio-vocal-recording-booth-alternate-02.jpg,checkmark-audio-vocal-recording-booth-view-02.jpg,removed workflow-noise wording after visual review
,checkmark-audio-vocal-recording-booth-alternate-03.jpg,checkmark-audio-vocal-recording-booth-view-03.jpg,removed workflow-noise wording after visual review
,checkmark-audio-vocal-recording-booth-variant-02.jpg,checkmark-audio-vocal-recording-booth-view-04.jpg,removed workflow-noise wording after visual review
,checkmark-audio-vocal-recording-booth-variant-03.jpg,checkmark-audio-vocal-recording-booth-view-05.jpg,removed workflow-noise wording after visual review
,checkmark-audio-vocal-recording-booth-variant-04.jpg,checkmark-audio-vocal-recording-booth-view-06.jpg,removed workflow-noise wording after visual review
,checkmark-audio-vocal-recording-booth-variant-05.jpg,checkmark-audio-vocal-recording-booth-view-07.jpg,removed workflow-noise wording after visual review
,checkmark-audio-vocal-recording-booth-variant-06.jpg,checkmark-audio-vocal-recording-booth-view-08.jpg,removed workflow-noise wording after visual review
,checkmark-audio-vocal-recording-booth-variant-07.jpg,checkmark-audio-vocal-recording-booth-view-09.jpg,removed workflow-noise wording after visual review
,checkmark-audio-vocal-recording-booth-variant-08.jpg,checkmark-audio-vocal-recording-booth-view-10.jpg,removed workflow-noise wording after visual review
,checkmark-lounge-sign-source-alternate-02.jpg,checkmark-lounge-sign.jpg,removed workflow-noise wording after visual review
,checkmark-lounge-sign-source.jpg,checkmark-lounge-sign-view-02.jpg,removed workflow-noise wording after visual review
,checkmark-music-studio-recording-vocals-sign-alternate-02.jpeg,checkmark-music-studio-recording-vocals-sign-view-02.jpeg,removed workflow-noise wording after visual review
,checkmark-music-studio-recording-vocals-sign-alternate-03.jpeg,checkmark-music-studio-recording-vocals-sign-view-03.jpeg,removed workflow-noise wording after visual review
,checkmark-sign-edited-alternate-02.jpg,checkmark-sign.jpg,removed workflow-noise wording after visual review
,checkmark-sign-edited.jpg,checkmark-sign-view-02.jpg,removed workflow-noise wording after visual review
,circular-logo-pattern-blur-source-alternate-02.png,circular-logo-pattern-blur.png,removed workflow-noise wording after visual review
,circular-logo-pattern-blur-source.png,circular-logo-pattern-blur-view-02.png,removed workflow-noise wording after visual review
,circular-logo-pattern-large-source-alternate-02.png,circular-logo-pattern-large.png,removed workflow-noise wording after visual review
,circular-logo-pattern-large-source.png,circular-logo-pattern-large-view-02.png,removed workflow-noise wording after visual review
,circular-logo-pattern-small-source-alternate-02.png,circular-logo-pattern-small.png,removed workflow-noise wording after visual review
,circular-logo-pattern-small-source-alternate-03.png,circular-logo-pattern-small-view-02.png,removed workflow-noise wording after visual review
,circular-logo-pattern-small-source.png,circular-logo-pattern-small-view-03.png,removed workflow-noise wording after visual review
,cma-logo-alternate-02.jpg,cma-logo-view-02.jpg,removed workflow-noise wording after visual review
,cma-logo-updated-2-alternate-02.png,cma-logo-updated-2-view-02.png,removed workflow-noise wording after visual review
,compressor-rack-web.jpg,compressor-rack.jpg,removed workflow-noise wording after visual review
,computer-session-couch-wide-web.jpg,computer-session-couch-wide.jpg,removed workflow-noise wording after visual review
,control-room-black-white-source-alternate-02.jpg,control-room-black-white.jpg,removed workflow-noise wording after visual review
,control-room-black-white-source.jpg,control-room-black-white-view-02.jpg,removed workflow-noise wording after visual review
,control-room-desk-source-alternate-02.jpg,control-room-desk.jpg,removed workflow-noise wording after visual review
,control-room-desk-source.jpg,control-room-desk-view-02.jpg,removed workflow-noise wording after visual review
,control-room-desk-synth-web.jpg,control-room-desk-synth.jpg,removed workflow-noise wording after visual review
,control-room-desk-web.jpg,control-room-desk-view-03.jpg,removed workflow-noise wording after visual review
,control-room-guitars-black-white-web.jpg,control-room-guitars-black-white.jpg,removed workflow-noise wording after visual review
,control-room-instruments-web.jpg,control-room-instruments.jpg,removed workflow-noise wording after visual review
,control-room-instruments-wide-web.jpg,control-room-instruments-wide.jpg,removed workflow-noise wording after visual review
,control-room-speaker-mural-source-alternate-02.jpg,control-room-speaker-mural.jpg,removed workflow-noise wording after visual review
,control-room-speaker-mural-source.jpg,control-room-speaker-mural-view-02.jpg,removed workflow-noise wording after visual review
,control-room-web.jpg,control-room.jpg,removed workflow-noise wording after visual review
,countrymeds-1-alternate-02.jpg,countrymeds-1-view-02.jpg,removed workflow-noise wording after visual review
,countrymeds-2-alternate-02.jpg,countrymeds-2-view-02.jpg,removed workflow-noise wording after visual review
,cross-icon-source.png,cross-icon.png,removed workflow-noise wording after visual review
,dark-microphone-pop-filter-source-alternate-02.jpg,dark-microphone-pop-filter.jpg,removed workflow-noise wording after visual review
,dark-microphone-pop-filter-source.jpg,dark-microphone-pop-filter-view-02.jpg,removed workflow-noise wording after visual review
,dark-studio-frame-source.jpg,dark-studio-frame.jpg,removed workflow-noise wording after visual review
,dark-video-frame-source.jpg,dark-video-frame.jpg,removed workflow-noise wording after visual review
,debut-band-single-artwork-alternate-02.jpg,debut-band-single-artwork-view-02.jpg,removed workflow-noise wording after visual review
,engineer-at-control-room-source-alternate-02.jpeg,engineer-at-control-room.jpeg,removed workflow-noise wording after visual review
,engineer-at-control-room-source.jpeg,engineer-at-control-room-view-02.jpeg,removed workflow-noise wording after visual review
,engineer-at-rack-web.jpg,engineer-at-rack.jpg,removed workflow-noise wording after visual review
,exterior-lesmens-building-close-source.jpg,exterior-lesmens-building-close.jpg,removed workflow-noise wording after visual review
,exterior-lesmens-building-source.jpg,exterior-lesmens-building.jpg,removed workflow-noise wording after visual review
,gardenview-album-cover-1-alternate-02.jpg,gardenview-album-cover-1-view-02.jpg,removed workflow-noise wording after visual review
,gardenview-album-cover-2-alternate-02.jpg,gardenview-album-cover-2-view-02.jpg,removed workflow-noise wording after visual review
,gardenview-album-cover-4-alternate-02.jpg,gardenview-album-cover-4-view-02.jpg,removed workflow-noise wording after visual review
,gardenview-album-cover-5-alternate-02.jpg,gardenview-album-cover-5-view-02.jpg,removed workflow-noise wording after visual review
,gardenview-press-kit-1-alternate-02.jpg,gardenview-press-kit-1-view-02.jpg,removed workflow-noise wording after visual review
,gardenview-press-kit-1-edited.jpg,gardenview-press-kit-1-view-03.jpg,removed workflow-noise wording after visual review
,gavin-hammond-piano-teacher-picture-variant-02.jpg,gavin-hammond-piano-teacher-picture-view-02.jpg,removed workflow-noise wording after visual review
,gavin-hammond-piano-teacher-picture-variant-03.jpg,gavin-hammond-piano-teacher-picture-view-03.jpg,removed workflow-noise wording after visual review
,gavin-hammond-piano-teaching-good-review-hodes-variant-02.jpg,gavin-hammond-piano-teaching-good-review-hodes-view-02.jpg,removed workflow-noise wording after visual review
,gavin-hammond-piano-teaching-piano-variant-02.jpg,gavin-hammond-piano-teaching-piano-view-02.jpg,removed workflow-noise wording after visual review
,gavin-hammond-piano-teaching-piano-variant-03.jpg,gavin-hammond-piano-teaching-piano-view-03.jpg,removed workflow-noise wording after visual review
,gavin-hammond-piano-teaching-piano-variant-04.jpg,gavin-hammond-piano-teaching-piano-view-04.jpg,removed workflow-noise wording after visual review
,gavin-hammond-piano-teaching-piano-variant-05.jpg,gavin-hammond-piano-teaching-piano-view-05.jpg,removed workflow-noise wording after visual review
,gavin-hammond-piano-teaching-piano-variant-06.jpg,gavin-hammond-piano-teaching-piano-view-06.jpg,removed workflow-noise wording after visual review
,gavinstudiopic-1-2-edited.png,gavinstudiopic-1-2.png,removed workflow-noise wording after visual review
,gavinstudiopic2-edited-edited-edited.png,gavinstudiopic2.png,removed workflow-noise wording after visual review
,gavinstudiopic2-edited-edited.png,gavinstudiopic2-view-02.png,removed workflow-noise wording after visual review
,gavinstudiopic2-edited.png,gavinstudiopic2-view-03.png,removed workflow-noise wording after visual review
,gemini-generated-image-5k0zpw5k0zpw5k0z-alternate-02.png,gemini-generated-image-5k0zpw5k0zpw5k0z-view-02.png,removed workflow-noise wording after visual review
,gregorio-and-the-unknown-1-alternate-02.jpg,gregorio-and-the-unknown-1-view-02.jpg,removed workflow-noise wording after visual review
,gregorio-and-the-unknown-artist-cafe-music-artist-bottom-footer-alternate-02.jpg,gregorio-and-the-unknown-artist-cafe-music-artist-bottom-footer-view-02.jpg,removed workflow-noise wording after visual review
,guitar-edited.jpg,guitar.jpg,removed workflow-noise wording after visual review
,guitar-header-2-alternate-02.jpeg,guitar-header-2-view-02.jpeg,removed workflow-noise wording after visual review
,guitar-image-header-alternate-02.png,guitar-image-header-view-02.png,removed workflow-noise wording after visual review
,guitar-image-header-edited-alternate-02.jpg,guitar-image-header.jpg,removed workflow-noise wording after visual review
,guitar-image-header-edited.jpg,guitar-image-header-view-02.jpg,removed workflow-noise wording after visual review
,haven-album-cover-1-alternate-02.jpg,haven-album-cover-1-view-02.jpg,removed workflow-noise wording after visual review
,headphones-mic-icon-white-source-alternate-02.png,headphones-mic-icon-white.png,removed workflow-noise wording after visual review
,headphones-mic-icon-white-source.png,headphones-mic-icon-white-view-02.png,removed workflow-noise wording after visual review
,heymillie-2-alternate-02.jpg,heymillie-2-view-02.jpg,removed workflow-noise wording after visual review
,instagram-icon-source.png,instagram-icon.png,removed workflow-noise wording after visual review
,library-logo-source-alternate-02.webp,library-logo.webp,removed workflow-noise wording after visual review
,library-logo-source.webp,library-logo-view-02.webp,removed workflow-noise wording after visual review
,live-room-web.jpg,live-room.jpg,removed workflow-noise wording after visual review
,logo-gold-transparent-alternate-02.png,logo-gold-transparent-view-02.png,removed workflow-noise wording after visual review
,los-angeles-film-school-logo-source-alternate-02.png,los-angeles-film-school-logo.png,removed workflow-noise wording after visual review
,los-angeles-film-school-logo-source.png,los-angeles-film-school-logo-view-02.png,removed workflow-noise wording after visual review
,microphone-keyboard-cma-overlay-01-source.jpg,microphone-keyboard-cma-overlay-01.jpg,removed workflow-noise wording after visual review
,microphone-keyboard-cma-overlay-02-source.jpg,microphone-keyboard-cma-overlay-02.jpg,removed workflow-noise wording after visual review
,microphone-keyboard-cma-overlay-03-source.jpg,microphone-keyboard-cma-overlay-03.jpg,removed workflow-noise wording after visual review
,microphone-keyboard-overlay-source.jpg,microphone-keyboard-overlay.jpg,removed workflow-noise wording after visual review
,microphone-pop-filter-web.jpg,microphone-pop-filter.jpg,removed workflow-noise wording after visual review
,microphone-sign-background-source-alternate-02.jpg,microphone-sign-background.jpg,removed workflow-noise wording after visual review
,microphone-sign-background-source.jpg,microphone-sign-background-view-02.jpg,removed workflow-noise wording after visual review
,milialbumcover-1-alternate-02.jpg,milialbumcover-1-view-02.jpg,removed workflow-noise wording after visual review
,mixing-console-black-white-source-alternate-02.jpg,mixing-console-black-white.jpg,removed workflow-noise wording after visual review
,mixing-console-black-white-source.jpg,mixing-console-black-white-view-02.jpg,removed workflow-noise wording after visual review
,mixing-console-black-white-web.jpg,mixing-console-black-white-view-03.jpg,removed workflow-noise wording after visual review
,music-studio-desk-checkmark-audio-variant-02.jpg,music-studio-desk-checkmark-audio-view-02.jpg,removed workflow-noise wording after visual review
,music-studio-desk-checkmark-audio-variant-03.jpg,music-studio-desk-checkmark-audio-view-03.jpg,removed workflow-noise wording after visual review
,music-studio-desk-checkmark-audio-variant-04.jpg,music-studio-desk-checkmark-audio-view-04.jpg,removed workflow-noise wording after visual review
,music-studio-desk-checkmark-audio-variant-05.jpg,music-studio-desk-checkmark-audio-view-05.jpg,removed workflow-noise wording after visual review
,music-studio-desk-checkmark-audio-variant-06.jpg,music-studio-desk-checkmark-audio-view-06.jpg,removed workflow-noise wording after visual review
,music-studio-desk-checkmark-audio-variant-07.jpg,music-studio-desk-checkmark-audio-view-07.jpg,removed workflow-noise wording after visual review
,namm-logo-source-alternate-02.png,namm-logo.png,removed workflow-noise wording after visual review
,namm-logo-source.png,namm-logo-view-02.png,removed workflow-noise wording after visual review
,piano-edited-edited.jpg,piano.jpg,removed workflow-noise wording after visual review
,piano-edited-variant-02.jpg,piano-view-02.jpg,removed workflow-noise wording after visual review
,piano-edited.jpg,piano-view-03.jpg,removed workflow-noise wording after visual review
,piano-teaching-piano-area-variant-02.jpg,piano-teaching-piano-area-view-02.jpg,removed workflow-noise wording after visual review
,piano-teaching-piano-area-variant-03.jpg,piano-teaching-piano-area-view-03.jpg,removed workflow-noise wording after visual review
,piano-teaching-piano-area-variant-04.jpg,piano-teaching-piano-area-view-04.jpg,removed workflow-noise wording after visual review
,piano-teaching-piano-area-variant-05.jpg,piano-teaching-piano-area-view-05.jpg,removed workflow-noise wording after visual review
,praying-artist-pink-source-alternate-02.jpg,praying-artist-pink.jpg,removed workflow-noise wording after visual review
,praying-artist-pink-source.jpg,praying-artist-pink-view-02.jpg,removed workflow-noise wording after visual review
,producer-keyboard-computer-web.jpg,producer-keyboard-computer.jpg,removed workflow-noise wording after visual review
,purple-artist-motion-source-alternate-02.jpg,purple-artist-motion.jpg,removed workflow-noise wording after visual review
,purple-artist-motion-source.jpg,purple-artist-motion-view-02.jpg,removed workflow-noise wording after visual review
,purple-artist-motion-web.jpg,purple-artist-motion-view-03.jpg,removed workflow-noise wording after visual review
,purple-booth-curtain-source-alternate-02.jpg,purple-booth-curtain.jpg,removed workflow-noise wording after visual review
,purple-booth-curtain-source.jpg,purple-booth-curtain-view-02.jpg,removed workflow-noise wording after visual review
,richard-baca-interview-close-source.jpg,richard-baca-interview-close.jpg,removed workflow-noise wording after visual review
,richard-baca-interview-second-close-source.jpg,richard-baca-interview-second-close.jpg,removed workflow-noise wording after visual review
,richard-baca-interview-wide-source.jpg,richard-baca-interview-wide.jpg,removed workflow-noise wording after visual review
,richard-baca-title-card-source.jpg,richard-baca-title-card.jpg,removed workflow-noise wording after visual review
,richard-w-guitar-3-alternate-02.png,richard-w-guitar-3-view-02.png,removed workflow-noise wording after visual review
,richard-w-guitar-3-edited-alternate-02.jpg,richard-w-guitar-3.jpg,removed workflow-noise wording after visual review
,richard-w-guitar-3-edited.jpg,richard-w-guitar-3-view-02.jpg,removed workflow-noise wording after visual review
,rrfcs-logo-source-alternate-02.png,rrfcs-logo.png,removed workflow-noise wording after visual review
,rrfcs-logo-source.png,rrfcs-logo-view-02.png,removed workflow-noise wording after visual review
,singer-smoke-stage-web.jpg,singer-smoke-stage.jpg,removed workflow-noise wording after visual review
,soundcloud-logo-source.png,soundcloud-logo.png,removed workflow-noise wording after visual review
,studio-b-vocal-booth-checkmark-audio-alternate-02.jpg,studio-b-vocal-booth-checkmark-audio-view-02.jpg,removed workflow-noise wording after visual review
,studio-mural-guitars-wide-source-alternate-02.jpg,studio-mural-guitars-wide.jpg,removed workflow-noise wording after visual review
,studio-mural-guitars-wide-source.jpg,studio-mural-guitars-wide-view-02.jpg,removed workflow-noise wording after visual review
,synth-keyboards-source-alternate-02.jpg,synth-keyboards.jpg,removed workflow-noise wording after visual review
,synth-keyboards-source.jpg,synth-keyboards-view-02.jpg,removed workflow-noise wording after visual review
,synth-keyboards-web.jpg,synth-keyboards-view-03.jpg,removed workflow-noise wording after visual review
,the-b-roll-4-alternate-02.jpg,the-b-roll-4-view-02.jpg,removed workflow-noise wording after visual review
,tiny-house-elevator-1-alternate-02.png,tiny-house-elevator-1-view-02.png,removed workflow-noise wording after visual review
,top-pro-awards-logo-source-alternate-02.jpg,top-pro-awards-logo.jpg,removed workflow-noise wording after visual review
,top-pro-awards-logo-source.jpg,top-pro-awards-logo-view-02.jpg,removed workflow-noise wording after visual review
,twitter-icon-source.png,twitter-icon.png,removed workflow-noise wording after visual review
,two-engineers-control-room-web.jpg,two-engineers-control-room.jpg,removed workflow-noise wording after visual review
,two-people-control-room-source-alternate-02.jpg,two-people-control-room.jpg,removed workflow-noise wording after visual review
,two-people-control-room-source.jpg,two-people-control-room-view-02.jpg,removed workflow-noise wording after visual review
,two-people-control-room-web.jpg,two-people-control-room-view-03.jpg,removed workflow-noise wording after visual review
,vocal-booth-artist-back-02-source-alternate-02.jpg,vocal-booth-artist-back-02.jpg,removed workflow-noise wording after visual review
,vocal-booth-artist-back-02-source.jpg,vocal-booth-artist-back-02-view-02.jpg,removed workflow-noise wording after visual review
